,AGB,NDVI,DEM,Slope,Aspect,IF
0,61,-0.32029935600234366,3373.932949785482,36.94646745033281,339.77514648,0.598584
1,73,0.08831037839111927,3373.9000339613585,18.501302394004647,16.92751312,0.61604947
2,87,-0.31737547207933076,3131.203850818518,36.70987913245552,114.62356567,0.63250255
3,90,-0.31003051772140555,2575.2964590933934,36.703071000757845,104.26451111,0.69063705
4,91,-0.3090260730317978,2473.008438689302,33.188145920467825,307.87496948,0.67876613
5,91,-0.3001587996310167,3335.823199302861,3.822282457635858,327.52880859,0.3446286
6,91,-0.14690036848192695,2157.6946807188187,1.9254994426751018,164.74488831,0.59674144
7,93,-0.2958716777840467,3327.546770570898,35.46933739952703,2.72630596,0.41231053
8,94,-0.294478473712681,2431.3326884163616,4.862728554541349,282.99462891,0.78302468
9,94,-0.2855047076991819,3311.6849698244087,11.445114069412112,340.01690674,0.30017946
10,94,-0.28335300368998156,3304.551141823009,24.747571620028648,326.30993652,0.52436745
11,96,-0.264220956866695,3303.971463341385,26.143203343709235,352.56860352,0.4854838
12,97,-0.2604580750756239,2422.835611461219,36.803858410872216,258.02386475,0.50656064
13,97,-0.08051669698948147,3295.652380724144,35.2422185758792,114.44395447,0.67684676
14,98,-0.24086867632870723,2549.4872215977566,14.595708884669131,270.0,0.77510453
15,99,-0.23982483911209151,2666.2568659510393,21.31123845010575,318.81408691,0.49036884
16,99,-0.22253890053034936,3265.8867035831026,13.374993509635296,294.77514648,0.73422682
17,99,-0.2186193412723514,3081.805364400141,34.97650918073146,101.97613525,0.70837997
18,100,-0.21375630415440944,3241.5137795944465,26.897868194092677,123.69007111,0.67684676
19,101,-0.21292090081191106,3215.6532529914402,11.97155215392117,347.47119141,0.34737424
20,101,-0.21033796264103186,3208.4036973197426,34.34326448211749,357.51043701,0.65446925
21,103,0.1442196420537608,3199.13160420453,10.739824078888764,39.19327164,0.58316486
22,103,-0.20347164375649443,3193.855867402543,36.161606571320775,355.36453247,0.71265946
23,103,-0.2002855891277151,3185.486662913067,36.87048336872771,26.02958679,0.58972158
24,104,-0.19428150031050526,3172.2954668485336,23.913045590058903,36.41637802,0.59828342
25,104,-0.18901474694272558,3166.73985419155,0.5445119947494442,308.29016113,0.69972242
26,104,-0.18519220428437247,3151.1608273310785,26.6541849625132,52.12501907,0.5906978
27,105,-0.18317505793718228,3145.781126249413,32.995578472460146,300.068573,0.71993093
28,105,-0.18029960035731282,3138.786245314811,18.830811968425333,11.30992794,0.36202116
29,106,-0.17769616700170696,3135.853905425586,7.383258077825798,30.7354908,0.5789086
30,106,-0.17637295156130353,3132.778275879461,29.42979331160382,4.39870501,0.64978761
31,106,-0.17101185213718714,3131.571239602631,32.24361577712854,311.82015991,0.52575609
32,110,0.4063723390116633,3122.054657007847,1.9356774576734723,11.88866329,0.63161182
33,111,-0.162032820188201,3119.998313004803,14.53791085548525,11.30992794,0.58273828
34,112,0.4762862310933557,3249.0103416803486,10.379432794673681,255.96376038,0.67293118
35,113,-0.15478133656071885,2919.539314712126,16.89895674898022,344.47589111,0.7441651
36,113,-0.18322817460733706,3102.2522109816136,0.5410960150079218,270.0,0.52626481
37,113,-0.15106649543568576,3100.461432434203,36.68340525672976,255.65066528,0.56384071
38,113,-0.1417160054980011,3100.355544425017,23.94734770119792,352.56860352,0.58639022
39,114,-0.13668339377652042,3096.8950072987154,35.29993315252351,300.96374512,0.71464155
40,116,-0.1330614079273489,2544.303257135617,30.405702026126256,321.00900269,0.45756566
41,116,-0.13174380043683973,3095.3941236742385,15.88837149601324,23.96248436,0.59446892
42,117,-0.17398816771728018,3087.1798236447266,31.511266384090195,143.42697144,0.65148143
43,117,-0.12473999057364163,3083.6067751129,29.7433384758474,335.55603027,0.61513362
44,118,0.016312183684215165,3075.8511826318445,12.342858528049213,259.38034058,0.71024516
45,118,-0.14103149802185708,3067.7462256172194,26.850573169204182,258.69006348,0.79578915
46,118,-0.11785404189001841,3063.887649836299,29.048198962594647,10.00798416,0.4026699
47,119,-0.11579971189886498,3046.6364478568776,28.744021713437093,257.47119141,0.81455429
48,119,-0.24130993058777453,3038.657012096975,26.86686440026236,329.03625488,0.46971376
49,119,-0.254638646903896,1936.8793149170963,28.590156073585437,319.76364136,0.73203036
50,119,-0.11132795977641746,3019.01459135974,26.23170435584411,259.5085144,0.64111479
51,120,-0.11031775224063842,2375.186053949221,36.92532822258166,315.0,0.73541468
52,120,-0.10795009786494794,3011.2224671956537,29.908512372681063,299.74487305,0.64405712
53,121,-0.10340589375018702,2695.387662668733,22.598878853109834,103.3924942,0.45397745
54,121,-0.10232590706395309,2020.7802603501661,33.03051474983617,358.45184326,0.75681227
55,121,-0.09253810657964301,2992.5157202442088,27.811728555324095,146.30993652,0.66467595
56,121,-0.09035063572163574,2992.1216556284635,27.745675344694344,119.05460358,0.6854726
57,123,-0.09015158978583473,2152.3963769953975,27.438315391974395,156.80140686,0.64183466
58,123,-0.08385594611782493,2830.649156941585,27.422170026455024,3.88791633,0.6871901
59,123,0.4566742336758652,2962.901847756943,33.55348892111958,6.3401866,0.76266302
60,123,-0.07708380906059353,2958.8355885769133,36.27104831139461,292.61987305,0.74691798
61,124,-0.07515143342008007,2951.3868176163023,25.78951422262712,341.56506348,0.49263399
62,124,-0.2613928244174552,2937.5980473657846,11.470483478768996,266.63354492,0.58533502
63,125,-0.0636406139734344,2920.023198127182,25.414786142579032,11.30992794,0.58757205
64,125,-0.05828441622345215,2907.338067140296,9.969459184926649,54.46232605,0.52829682
65,126,-0.04840755700454108,2910.6145364339145,2.517952567208829,263.65982056,0.74615299
66,126,-0.043691160135939267,2899.5981271407672,22.476475799127645,75.96375275,0.44974959
67,126,-0.03414593359499363,2894.0485470704643,6.883578305068625,340.20111084,0.6949863
68,127,-0.032455442055857486,2891.2693393509426,25.048480361301344,122.79953003,0.53914866
69,129,-0.025014297531255003,2082.630397911094,35.94307921736907,357.51043701,0.60585102
70,129,0.00292218182084214,2875.029355957855,25.99786306118864,357.16589355,0.63142329
71,130,0.012474046350954116,2754.622610014477,24.86070672446168,338.62939453,0.53900264
72,133,0.014130457051962197,2863.162743120971,24.67070512255287,160.46334839,0.56058437
73,134,0.016202370328893878,2862.7845621847528,6.311001550941586,360.0,0.59017095
74,134,0.016497019294951565,2858.464489492842,24.386138853415165,21.03750992,0.57696505
75,134,0.017324333683606974,2227.939783489434,24.248313313845436,332.35403442,0.64010896
76,135,0.020724225216564085,1944.0020085928877,24.169767586241957,353.04702759,0.58903816
77,135,0.021808694001496653,2832.411077439918,16.261689291630795,11.76828766,0.60096216
78,138,0.02193354150368415,3021.2599755931383,2.533551650905189,333.43496704,0.51726028
79,138,0.022058102930203882,2817.118802716536,34.92559132628372,360.0,0.56029456
80,139,0.0239746007675522,2816.8000767390968,28.55803891928541,5.5993433,0.70278473
81,139,0.02619078203209335,2814.4538237476827,10.877153020494864,4.76364231,0.62489687
82,142,0.027215983632041696,2812.6805616809197,22.831375930050694,135.0,0.64291856
83,144,0.027552851846905646,2801.088543812319,15.992479401802147,77.47119141,0.6486533
84,144,0.034318716797601734,2800.3378786215985,24.867694758300306,8.13010597,0.77284386
85,144,0.03874918990828996,2794.796940431214,7.911529832498816,15.2551136,0.60875491
86,147,0.03905979556412653,2776.9968676958038,28.526913682691927,296.56503296,0.48481311
87,147,0.05431004014026719,2775.5445784456747,18.079522205931525,23.19859505,0.6962549
88,148,0.054744357395782595,2602.8341583632778,32.52095774027892,346.60751343,0.7084286
89,149,0.05608158013685233,2748.272760999125,14.72504260908696,98.13010406,0.5106178
90,149,0.0592708307033335,2727.275070558888,31.443128778239323,144.86581421,0.53192741
91,149,0.06072677447665814,2701.853025828876,14.689063282271004,353.65982056,0.594708
92,151,-0.30842580687219245,2700.2665468054215,1.5888468860958622,6.17016935,0.5791886
93,152,0.22660225899143888,2695.9130064929304,1.0517039848199106,113.96248627,0.60760021
94,152,-0.32102615107425025,2096.118728009257,2.622623642172383,111.80140686,0.66089846
95,153,0.5057878998868692,2673.6227951794617,32.48967137150063,29.0546093,0.56424331
96,154,0.08084253307630684,3093.4133746289563,20.655938879770392,146.30993652,0.55630348
97,154,0.08106083640463896,2251.279331983905,13.940135692093822,124.99201965,0.58553047
98,156,0.08193658985044139,2921.429251636315,24.446818003459043,115.34617615,0.62238972
99,158,0.08972493217621619,3324.057184373639,12.354182313671012,64.44003296,0.57300941
100,158,0.0903232985605531,2635.224051768408,20.29758416564832,140.19442749,0.55029695
101,159,0.10843669450984977,2622.4910404220846,17.575120914565996,140.19442749,0.55478513
102,159,0.12044557832938352,2617.34310885796,7.266323716553952,18.72579193,0.531181
103,159,0.12060914551273666,2943.313882211459,30.725673155937635,338.9624939,0.65608085
104,160,0.1262241606840923,2600.2570577333436,19.873704028074442,307.87496948,0.63956772
105,161,0.13334583321750249,2886.4052603657974,32.47646765334662,66.80140686,0.55765116
106,161,0.13342338754324862,2589.4099990013256,9.119437185572629,77.00538635,0.60731796
107,161,0.07722037808750953,2522.6707138169522,26.507829982864212,333.43496704,0.59864511
108,162,0.13373606609402117,2251.8875546209465,23.817424354062503,8.34389114,0.60346969
109,163,0.13561634635971676,2021.9792574751284,18.70346902297934,122.00538635,0.53801991
110,163,0.13656386891756989,2563.565887979539,4.2311740882889906,35.53767395,0.61304362
111,163,0.1378289265937409,2561.6425595463097,18.641679717146005,161.56504822,0.57937107
112,164,0.13893362433270717,2552.2151194339067,18.356443318372925,117.4744339,0.5799553
113,166,0.14481239230457527,2498.83410620313,18.191364639816115,126.02737427,0.55804114
114,166,0.1465820485139676,2539.469789576967,12.085841484385737,139.23638916,0.56532962
115,167,0.1500295749533378,2534.5489161305736,28.099616341678452,164.74488831,0.58823159
116,168,0.15173069141776302,2527.2575908192543,30.990360202393163,138.12213135,0.58311497
117,168,-0.21453283850333732,2706.6014204076746,23.13627763651769,149.79676819,0.66794801
118,168,-0.21661402773369504,2502.855972152155,14.682901939596343,320.71060181,0.74409754
119,168,0.16468299010791226,2464.733134853366,18.84389038725304,50.71059799,0.59076218
120,169,0.16612747364678138,2457.751623823371,32.83379165773928,156.0375061,0.53102679
121,170,0.17004137653559642,2441.262043929256,9.413360595767054,126.46923828,0.58490141
122,170,0.1723513995141806,2432.794347199956,8.921268534579765,360.0,0.58640312
123,173,0.1731653202855885,2430.3925449945345,21.751655139929323,83.6598053,0.57436736
124,174,0.17481246208458484,2362.7690074015372,16.381666042027014,45.0,0.52626481
125,175,0.17689202085668082,2409.8255295337394,8.556192270521112,130.10090637,0.5452341
126,177,0.17818607724067992,2408.672162371976,20.885261987833346,121.3730011,0.62345089
127,177,0.18138054705314416,2957.491566789986,35.07602507637385,187.76516724,0.53739006
128,179,0.18726511781624106,2975.9288080854585,26.330053003112138,108.43495178,0.50566693
129,179,0.3012616553847723,2405.0903046677927,36.89411719437614,84.80557251,0.60265831
130,181,0.18904335496629593,2402.9718869630906,11.344600871785044,254.35775757,0.63038589
131,182,0.1927246864873921,2396.937828357971,36.320160860964045,336.8013916,0.66059193
132,184,0.19970934180159544,3045.4778520509617,14.77946938017599,35.13418579,0.59503014
133,184,-0.005192536965173689,2390.4943583175154,34.64492038399574,23.42869186,0.59279116
134,188,-0.05452928963830078,2390.329363063288,9.445599509996184,135.0,0.5917905
135,188,0.22695143828448677,2838.2116506377797,8.477594086745697,42.70938492,0.56043944
136,189,0.23053768323895957,2406.712858611158,14.555485072980108,12.52880192,0.61304362
137,190,-0.1713561732151448,2374.798546334137,14.363981370658129,142.12501526,0.57251114
138,190,0.2318469268844437,2365.6907246420924,14.384505634273435,135.0,0.45186688
139,190,0.2324002755729772,3111.2716819209063,26.230089365563277,195.54632568,0.57158886
