,AGB,NDVI,DEM,Slope,Aspect,IF
140,191,0.15196302397273975,2359.5182193040982,31.81367316605718,135.0,0.60279771
141,192,0.23719789489103243,2352.5068523974537,0.2543014144919434,334.98312378,0.76060758
142,194,0.23857686277024676,2352.4458492984368,28.07424316094106,344.39605713,0.67198845
143,194,0.24418752093226587,2163.9951324687518,24.107947376834016,110.85445404,0.53208957
144,195,0.24626290425082237,2233.0739577877384,13.312031990612173,116.56504822,0.60462646
145,196,0.24633372865843567,2334.1349485006076,3.4499089079759213,32.73522186,0.65226848
146,197,0.2471039668768658,2331.26399373734,3.6566589373240705,165.96376038,0.60297821
147,197,0.2617732206904438,2036.5621001585325,10.194050609165664,164.74488831,0.5328214
148,197,0.2622255134751023,2323.2285028269657,7.560012183196288,201.60223389,0.56489824
149,199,0.26588827976764134,2320.539092618761,31.77567448402967,101.30992889,0.61725514
150,199,0.2680935014475722,2312.597511742515,15.299349789860816,30.96375656,0.58562102
151,199,0.2683061975675369,2307.087269945635,29.148362371309737,108.43495178,0.40849149
152,200,-0.18777289816995277,2296.805407544807,12.16140999401192,108.43495178,0.60407541
153,203,0.27819406145093367,2296.099944111903,24.82808695937642,28.68614769,0.63146271
154,204,0.4964748554749217,2154.836383524696,35.612739275672055,63.43495178,0.43992519
155,205,0.2883170660406616,2284.11513559939,11.93032691224314,307.87496948,0.71821387
156,205,0.3006472035681666,2274.702813893261,11.74728397821025,338.62939453,0.64067505
157,206,0.3032426555687982,2259.1786538680053,8.505451519502644,12.44999504,0.60225678
158,207,0.31331036793292893,2258.4478586333116,11.235566320683997,36.17961502,0.60818278
159,211,0.31882039063161954,2795.4490947147438,26.552593394489637,341.56506348,0.43492751
160,213,0.33677980352338094,2247.321160327529,16.72472040709885,15.2551136,0.42509708
161,216,0.3375506154809346,2246.7769624380408,4.6429853927564,54.21102905,0.51739948
162,217,0.34283295859344926,2246.575188248375,0.18058853393787222,101.30992889,0.60626864
163,220,0.34452034545934224,3203.792965913912,3.4538222480383123,78.69006348,0.6084112
164,220,0.09528684716585728,2230.764324172743,30.382730054650906,139.39871216,0.61285905
165,221,0.35457070621521086,2958.5839015454635,33.04215348345389,315.0,0.44359923
166,224,0.355144056100079,3165.770567214875,18.1147799183019,90.0,0.65568539
167,224,0.3688078641046541,2223.40293306433,10.273042890905703,98.13010406,0.59771634
168,224,0.37048021733010766,2213.8171576912564,27.853120852040437,350.53768921,0.7331359
169,226,0.37365818055321226,2216.65128817363,5.8153746758468285,33.23170853,0.58152664
170,227,0.37563915280549337,2030.3711732913948,9.857621157352119,73.81079865,0.59395811
171,227,0.3760327262219661,1897.4194531727328,20.559179104543297,156.80140686,0.62233168
172,228,0.3764308566004034,2192.0151107803686,1.9552531834282896,101.30992889,0.59737942
173,229,0.3781912609988812,3190.982258357094,9.38431981821269,143.13009644,0.75081172
174,230,0.3785827157466359,2184.22434900744,11.011965869138146,114.44395447,0.66614279
175,231,0.38016672527222223,2178.9946907930866,30.182789047948074,106.69924164,0.6217636
176,231,0.38158033879445413,2169.3153206505986,9.059193080576518,100.30484772,0.42656337
177,232,0.38412290880432803,2160.162889569537,34.67006404292677,100.30484772,0.62439582
178,232,0.38685787870095273,2154.6963400773884,15.962071649695275,14.23727798,0.56148112
179,232,0.39039657957501767,2152.446808361657,8.821124312067166,300.96374512,0.71180443
180,233,0.3958021327614755,2150.5682434569985,9.52235058987823,68.96248627,0.62578583
181,234,-0.1392124509809744,2090.7346791043883,33.12166605111366,99.24611664,0.58370293
182,236,0.5223352117698095,2138.653077878591,7.820287681467913,84.09385681,0.5452341
183,237,0.4024410814428086,2136.221933563681,7.724067362986153,205.30137634,0.48648864
184,238,0.4133500727479787,2134.6269181086786,7.652743858085993,236.30993652,0.55824115
185,238,0.4177028848197544,2128.472290460076,8.159329878819932,104.53445435,0.52745709
186,238,0.41895659174421424,2969.941242312221,36.2399483054809,197.74467468,0.42661416
187,240,0.42422868479743775,2112.682134530785,26.354681475445084,111.37062073,0.62405615
188,240,0.4306125181366149,2368.9547247289615,19.983820362266837,135.0,0.59219961
189,243,0.43575581293273685,2065.0356194598385,12.25179772629733,17.74467659,0.5631729
190,245,0.4425736537902672,2062.256177610119,8.562846235003372,97.43140411,0.64114199
191,248,0.44396169363617893,2506.9829183186425,29.82358085132264,329.03625488,0.46230135
192,249,0.44883171277270656,2625.5920757116955,23.98488551572212,69.62356567,0.60132899
193,249,0.45114609137291134,2101.797462101537,4.869184465908189,170.53767395,0.45247997
194,249,0.4548070114659834,2048.024368645843,12.002433422492071,298.30075073,0.45990994
195,250,0.4555314672408263,2037.05005611266,15.42236526646883,108.43495178,0.56062617
196,250,0.45664204983666074,2023.0323262693744,2.352315424675605,118.30075836,0.60095029
197,255,0.46320302087875725,2022.2467547983804,33.32291570812236,106.92751312,0.64498875
198,257,0.14689071887740934,2461.257708743198,30.888134919358436,113.96248627,0.53541749
199,257,0.4811536260420422,2003.3052891570976,7.145833829467109,96.34018707,0.62439582
200,257,0.4873451164125026,1998.6673555656248,31.98360904703839,114.22774506,0.66089098
201,258,0.4934852223600386,1998.5014850972527,1.8110328276124583,97.43140411,0.60554094
202,258,0.4946735212307601,1992.5823176049196,12.757631432340824,75.96375275,0.60791072
203,260,0.4986465669651495,1989.2117661297384,3.783616667316426,82.87498474,0.58351907
204,263,0.5025055751810434,3305.496684742853,7.451019348653538,70.34617615,0.6176006
205,271,0.2341147254660056,1983.3529612083414,3.429899081026844,108.43495178,0.66760378
206,271,0.5120362357116215,1979.3036574253028,3.366119883745147,110.77225494,0.7433284
207,274,0.5131812584695852,1983.8543122029193,15.596345025319591,109.44003296,0.69649884
208,274,0.5150999135834924,1972.0335583727265,3.8332677753714393,67.61986542,0.6259653
209,275,0.5185362463468053,2856.258356783918,28.930578120926583,120.96376038,0.62769302
210,280,0.520250541405108,1950.7961858238916,19.104897660255876,206.56504822,0.53661191
211,283,0.530529238497311,1946.4518971739126,1.4659969503348973,105.64224243,0.58824088
212,283,0.5328376028149464,1941.7517935840574,28.641098340088575,88.53119659,0.5777105
213,284,-0.11214926499887465,1937.0114593766693,28.38040920460368,126.86989594,0.58336372
214,285,0.5417181412013921,1931.8652944568985,15.368547671110145,108.43495178,0.58397985
215,285,0.5469995744289367,1971.516129380809,3.3441569403610716,173.6598053,0.68508247
216,285,0.5494516644247271,1919.9783267768946,5.372977780998001,109.29004669,0.61711635
217,287,0.5522230150958714,1919.946451881683,9.011937224623296,70.55996704,0.56369784
218,288,0.2916935349390671,1917.9774561671322,15.360594111592693,315.0,0.45123786
219,290,0.5546091915102416,1913.4249515274078,5.665745314541465,91.73570251,0.5955585
220,300,0.5593529429169819,1909.6546223556625,0.36404380343678727,338.9624939,0.40643978
221,368,0.5596711506386849,2978.2081370254255,0.005134767717070459,39.28940201,0.61296528
